domain,rcm_institute,gcm_model,experiment,ensemble,rcm_model,rcm_version,time_frequency,variable,dir.name,dir.name.full,tot.size,init.yr,end.yr,amt.yr,amt.file,dir.name.full.no.var,run
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,rsds,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsds,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsds,1225742518,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,rsdt,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsdt,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsdt,692411606,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,rsn,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsn,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsn,349479020,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,rsus,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsus,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsus,1263346264,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,rsut,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsut,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/rsut,1225924084,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,sfcWind,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sfcWind,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sfcWind,1259068906,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,sfcWindmax,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sfcWindmax,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sfcWindmax,1254814523,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,snc,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snc,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snc,157311909,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,snd,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snd,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snd,271041911,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,snm,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snm,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snm,404776000,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,snw,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snw,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/snw,297890058,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,sund,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sund,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/sund,191659521,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,tas,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tas,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tas,1044444542,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,tasmax,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tasmax,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tasmax,762229551,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,tasmin,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tasmin,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tasmin,771596951,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,tauu,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tauu,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tauu,1292839008,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,tauv,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tauv,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/tauv,1298983374,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,ts,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/ts,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/ts,1041322633,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,uas,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/uas,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/uas,1283681985,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,vas,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/vas,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/vas,1290789458,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,wsgsmax,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/wsgsmax,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/wsgsmax,1241903411,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,RMIB-UGent,ECMWF-ERAINT,evaluation,r1i1p1,ALARO-0,v1,day,zmla,be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/zmla,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/zmla,1242060611,1979,2011,32,32,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/RMIB-UGent/ECMWF-ERAINT/evaluation/r1i1p1/ALARO-0/v1/day/,ECMWF-ERAINT_r1i1p1_ALARO-0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,cape,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/cape,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/cape,13101212,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,clt,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/clt,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/clt,988369185,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,dewT,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/dewT,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/dewT,792534550,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,evspsbl,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/evspsbl,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/evspsbl,1121592678,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,hffs,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hffs,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hffs,1138260046,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,hfls,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hfls,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hfls,1123330363,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,hurs,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hurs,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/hurs,955917136,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,huss,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/huss,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/huss,971938494,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,mrro,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrro,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrro,1031006199,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,mrros,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrros,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrros,823851554,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,mrso,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrso,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/mrso,9059080794,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,pr,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/pr,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/pr,1086604635,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,prc,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prc,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prc,1041291197,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,prsn,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prsn,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prsn,537094061,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,prw,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prw,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/prw,944667258,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,ps,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/ps,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/ps,822923352,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,rlds,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rlds,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rlds,905823951,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,rsds,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rsds,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rsds,1035910550,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,rsdsdiff,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rsdsdiff,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/rsdsdiff,1041229335,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,sfcWind,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/sfcWind,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/sfcWind,1117211089,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,sfcWindmax,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/sfcWindmax,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/sfcWindmax,1138479274,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,snw,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/snw,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/snw,129808934,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
be-04,UCL,ECMWF-ERAINT,evaluation,r1i1p1,CCLM5.0,v1,day,tas,be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/tas,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/tas,800873074,1980,2011,31,31,/mnt/HDS_CORDEXBE_RMIB/bertvs//be-04/UCL/ECMWF-ERAINT/evaluation/r1i1p1/CCLM5.0/v1/day/,ECMWF-ERAINT_r1i1p1_CCLM5.0_v1_be-04
